117930 25433
2688 2888 48.1956
2688 2889 51.1961
2688 2893 27.1975
2688 2895 28.1864
2688 2896 17.1908
2688 2897 46.2012
2688 2898 47.1975
2688 2899 33.1969
2688 2900 13.21
2688 2902 29.1886
2688 2904 10.1915
2688 2905 14.1954
2688 2909 36.1932
2688 2910 22.1759
2688 2911 23.1864
2688 2922 27.1942
2688 2923 28.1823
2688 2927 43.1964
2688 2938 26.196
2688 2945 38.1951
2688 2946 52.1978
2688 2948 29.1973
2688 2954 32.1978
2688 2955 19.1832
2688 2956 30.2019
2688 2957 41.1987
2688 2958 57.2017
2688 2959 43.2044
2688 2960 39.1918
2688 2961 24.209
2688 2962 52.1985
2688 2965 35.2106
2688 3054 10.1861
2688 3096 20.1977
2688 3111 10.1995
2688 3163 10.1776
2688 3193 25.1971
2688 3342 14.2077
2688 3591 13.2094
2688 3641 10.1969
2688 3682 12.1937
2688 3688 16.1746
2688 3883 18.2007
2688 4024 13.185
2688 4650 16.1571
2688 5150 14.1959
2688 5279 10.1863
2688 6096 10.1803
2688 6571 13.1796
2688 6624 10.1868
2688 6942 17.1946
2688 8651 16.2092
2688 8652 23.2034
2688 8668 13.2025
2688 8744 21.1891
2688 8752 35.1926
2688 8754 14.1855
2688 8755 10.1746
2688 8758 16.1994
2688 8760 30.1943
2688 8786 13.1787
2688 8788 13.1807
2688 8924 10.1864
2688 8936 14.1898
2688 8945 10.177
2688 8950 13.2147
2688 8981 15.1973
2688 8982 11.2017
2688 8985 26.1923
2688 9168 11.1941
2688 9188 12.2178
2688 9383 12.1728
2688 9427 10.1968
2688 9692 10.207
2688 9745 17.2001
2688 10266 11.1727
2688 10335 13.1937
2688 11077 13.2005
2688 11981 11.183
2688 12061 14.1839
2688 12186 13.1963
2688 12334 11.2024
2688 12395 10.204
2688 12730 11.2117
2688 12739 13.1996
2688 12760 19.1979
2688 12850 14.1981
2688 12904 23.1836
2688 12913 19.1881
2688 12917 17.1865
2688 12918 13.1978
2688 12948 17.196
2688 13136 10.1721
2688 13175 11.1862
2688 13922 14.1844
2688 13932 15.1991
2688 13962 10.1964
2688 13997 10.2007
2688 14281 13.2062
2688 14785 12.195
2688 15201 10.2066
2688 15213 12.1908
2688 16255 11.1846
2688 16259 17.1879
2688 16400 15.2035
2688 17884 10.1644
2688 17995 11.1869
2688 18090 10.2163
2688 18298 10.1801
2688 19422 11.1906
2688 20918 10.2015
2688 23431 10.1954
2688 26407 11.1725
2688 29873 11.191
2689 2691 39.2139
2689 2692 41.2211
2689 2695 51.2172
2689 2702 12.2291
2689 2706 15.1997
2689 2723 11.209
2689 2742 14.2318
2689 2748 15.1998
2689 2751 18.2165
2689 2753 22.2087
2689 2754 11.2197
2689 2762 32.208
2689 2765 12.1987
2689 2776 10.2215
2689 2818 11.2359
2689 2876 15.2078
2689 2888 42.2113
2689 2889 41.2073
2689 2893 24.2148
2689 2894 10.1903
2689 2895 21.1965
2689 2896 17.2113
2689 2897 40.2153
2689 2898 46.208
2689 2899 28.2069
2689 2900 18.2362
2689 2902 23.2059
2689 2905 15.2056
2689 2909 37.2051
2689 2910 12.1832
2689 2911 25.2053
2689 2922 27.2068
2689 2923 27.1949
2689 2927 47.2058
2689 2928 13.2099
2689 2930 16.226
2689 2938 21.2032
2689 2945 33.204
2689 2946 46.2075
2689 2948 28.2068
2689 2954 28.2093
2689 2955 14.1921
2689 2956 29.2158
2689 2957 36.2123
2689 2958 52.2143
2689 2959 44.2197
2689 2960 34.2078
2689 2961 23.2239
2689 2962 44.2097
2689 2965 26.2302
2689 3096 18.2129
2689 3163 10.1939
2689 3193 17.2126
2689 3342 12.2241
2689 3364 10.1994
2689 3688 13.1856
2689 3883 20.2173
2689 4024 13.203
2689 4650 15.1696
2689 4651 10.1923
2689 5150 13.2088
2689 5262 11.19
2689 5298 10.2443
2689 5415 12.2467
2689 5860 10.2181
2689 6571 12.1857
2689 6942 13.206
2689 7132 11.2301
2689 7541 13.2079
2689 8344 10.237
2689 8651 13.2217
2689 8652 23.2141
2689 8668 16.2196
2689 8744 17.2001
2689 8752 25.2032
2689 8754 12.1867
2689 8758 17.206
2689 8760 21.2075
2689 8786 13.176
2689 8788 12.1876
2689 8924 10.1971
2689 8936 13.2055
2689 8950 12.2338
2689 8980 11.2038
2689 8981 12.2093
2689 8985 27.1963
2689 9081 11.2123
2689 9168 14.1981
2689 9188 16.2352
2689 9383 11.1822
2689 9440 11.2224
2689 9745 13.2192
2689 10266 11.1873
2689 10335 14.2085
2689 11077 12.2125
2689 11981 11.1881
2689 12061 10.1949
2689 12186 12.2123
2689 12739 11.2012
2689 12760 22.2039
2689 12850 14.2104
2689 12904 19.1968
2689 12913 10.1957
2689 12917 13.1906
2689 12948 12.2146
2689 13175 12.1933
2689 13922 14.1898
2689 13932 13.2111
2689 14281 12.2231
2689 14785 10.2012
2689 14895 10.2386
2689 15201 11.2343
2689 16259 16.2042
2689 16369 10.195
2689 16400 11.2221
2689 16968 12.228
2689 17374 10.24
2689 17995 11.1982
2689 18090 12.2385
2689 18298 10.1961
2691 2692 51.2117
2691 2695 61.2085
2691 2702 20.2222
2691 2706 18.1999
2691 2723 17.2022
2691 2742 18.2178
2691 2748 16.193
2691 2751 19.2067
2691 2753 33.2064
2691 2754 13.2161
2691 2761 14.2066
2691 2762 36.203
2691 2765 13.1938
2691 2807 11.2094
2691 2818 12.2247
2691 2859 13.1941
2691 2876 25.2027
2691 2888 49.2058
2691 2889 51.2007
2691 2893 22.2062
2691 2895 26.195
2691 2896 18.2083
2691 2897 51.2083
2691 2898 54.2027
2691 2899 36.2028
2691 2900 13.2235
2691 2902 33.2026
2691 2904 11.2013
2691 2905 17.2029
2691 2909 38.2014
2691 2910 23.1889
2691 2911 26.2024
2691 2922 25.1996
2691 2923 32.199
2691 2927 44.1997
2691 2928 12.2063
2691 2930 11.2168
2691 2938 25.2007
2691 2945 37.1999
2691 2946 55.1998
2691 2948 29.2022
2691 2954 31.2023
2691 2955 18.1915
2691 2956 34.2047
2691 2957 46.2038
2691 2958 63.2074
2691 2959 46.2112
2691 2960 40.2054
2691 2961 25.213
2691 2962 50.2017
2691 2963 10.2188
2691 2965 40.2188
2691 3054 13.2
2691 3092 11.1788
2691 3096 23.2068
2691 3163 13.1988
2691 3188 10.2158
2691 3193 24.2072
2691 3251 12.1825
2691 3291 10.1991
2691 3342 13.2138
2691 3364 12.1905
2691 3591 10.2047
2691 3641 12.2049
2691 3682 14.2038
2691 3688 19.1829
2691 3883 20.2085
2691 4024 15.2054
2691 4357 12.1903
2691 4650 19.1797
2691 4651 13.1856
2691 5150 15.2046
2691 5262 10.1974
2691 5279 11.2005
2691 5298 12.2296
2691 5339 10.1864
2691 5860 11.2126
2691 6011 10.1962
2691 6096 12.196
2691 6571 16.1839
2691 6624 12.2051
2691 6840 12.2082
2691 6841 11.2084
2691 6942 19.2051
2691 7117 11.1656
2691 7132 13.2147
2691 7136 11.2078
2691 7153 12.1701
2691 7541 13.1974
2691 8344 12.2266
2691 8555 10.1809
2691 8651 17.2119
2691 8652 27.2082
2691 8668 15.2131
2691 8744 19.1973
2691 8752 33.2007
2691 8754 16.1893
2691 8755 13.1913
2691 8758 16.1977
2691 8760 35.2043
2691 8786 14.1813
2691 8788 16.1858
2691 8924 11.1999
2691 8936 19.1982
2691 8945 10.1927
2691 8950 14.2188
2691 8981 16.2046
2691 8982 12.1975
2691 8985 24.1936
2691 9081 10.2079
2691 9168 12.1862
2691 9188 18.2207
2691 9383 13.1888
2691 9440 12.2146
2691 9544 11.1925
2691 9692 10.214
2691 9745 19.2147
2691 10241 11.2083
2691 10266 14.1874
2691 10335 17.2007
2691 10382 11.1868
2691 10625 10.1786
2691 10951 13.2023
2691 10972 10.1887
2691 11077 15.2078
2691 11351 10.1918
2691 11796 11.2268
2691 11981 13.1939
2691 12053 10.205
2691 12061 15.1939
2691 12158 10.2384
2691 12186 12.2041
2691 12395 12.2087
2691 12588 11.1906
2691 12730 13.2164
2691 12739 12.1959
2691 12760 26.2006
2691 12850 20.2018
2691 12904 28.1957
2691 12906 10.1965
2691 12913 22.1964
2691 12917 19.1949
2691 12918 14.2055
2691 12948 23.2089
2691 13175 11.192
2691 13606 11.2132
2691 13829 11.1969
2691 13922 14.1926
2691 13932 13.2082
2691 13941 10.2123
2691 13962 11.2125
2691 13997 10.2119
2691 14024 11.2096
2691 14248 11.1967
2691 14281 17.212
2691 14353 10.198
2691 14594 10.245
2691 14785 13.1984
2691 14895 10.2271
2691 15201 12.2218
2691 15213 15.207
2691 15222 10.1973
2691 15270 10.1685
2691 15551 12.2052
2691 16149 14.2238
2691 16255 14.1982
2691 16259 23.2025
2691 16369 10.1947
2691 16400 17.2148
2691 16544 10.1813
2691 16656 10.2076
2691 16968 11.2157
2691 17374 13.2294
2691 17653 10.215
2691 17884 12.1734
2691 17995 16.199
2691 18090 14.2286
2691 18172 11.1828
2691 18298 15.1969
2691 19422 12.2003
2691 19816 10.1588
2691 20016 11.1766
2691 20918 11.2088
2691 25245 12.1976
2691 26407 15.1863
2691 27629 12.1406
2691 29873 14.2068
2691 30471 12.1777
2691 32207 10.1723
2691 82778 11.2235
2692 2695 61.2144
2692 2702 16.2168
2692 2706 17.1997
2692 2723 19.2039
2692 2742 17.2337
2692 2748 17.2082
2692 2751 19.2164
2692 2753 34.2079
2692 2754 10.2161
2692 2761 11.1859
2692 2762 37.2124
2692 2765 14.1995
2692 2776 13.2064
2692 2807 10.2249
2692 2818 11.2364
2692 2859 12.1972
2692 2876 23.2
2692 2888 55.2141
2692 2889 55.2082
2692 2893 30.2138
2692 2895 24.1914
2692 2896 21.218
2692 2897 53.2175
2692 2898 56.2091
2692 2899 35.2026
2692 2900 19.2384
2692 2902 33.2137
2692 2904 11.2071
2692 2905 13.2126
2692 2909 40.2092
2692 2910 21.1819
2692 2911 28.1959
2692 2922 24.2098
2692 2923 29.1931
2692 2927 50.2039
2692 2928 12.2144
2692 2930 13.2139
2692 2938 26.1902
2692 2945 41.2032
2692 2946 58.212
2692 2948 31.2024
2692 2954 38.2131
2692 2955 18.1834
2692 2956 36.218
2692 2957 47.2134
2692 2958 65.2154
2692 2959 49.2097
2692 2960 42.2111
2692 2961 28.2203
2692 2962 54.2144
2692 2965 40.2269
2692 3054 11.2148
2692 3096 23.2113
2692 3111 12.2072
2692 3163 10.1758
2692 3188 12.2149
2692 3193 32.2107
2692 3257 11.158
2692 3291 10.2068
2692 3342 18.2159
2692 3364 14.2012
2692 3421 10.1971
2692 3591 12.2138
2692 3641 13.2221
2692 3682 16.2074
2692 3688 15.1808
2692 3883 18.2173
2692 4024 14.189
2692 4357 10.1874
2692 4536 10.1792
2692 4650 19.16
2692 4651 13.1975
2692 4990 10.1839
2692 5150 14.1986
2692 5262 10.2006
2692 5298 12.239
2692 5415 10.2379
2692 5550 10.2414
2692 5860 11.2079
2692 6096 10.1862
2692 6278 10.1734
2692 6571 15.1924
2692 6624 14.1994
2692 6840 10.2022
2692 6841 10.2002
2692 6942 18.2027
2692 7132 12.2276
2692 7136 11.2006
2692 7541 16.2211
2692 8163 10.2312
2692 8344 12.2274
2692 8555 10.1571
2692 8651 15.2299
2692 8652 25.206
2692 8668 17.226
2692 8707 11.2143
2692 8744 20.194
2692 8752 32.1993
2692 8754 16.183
2692 8755 12.177
2692 8758 16.202
2692 8760 32.2019
2692 8786 14.1896
2692 8788 15.1955
2692 8924 10.2061
2692 8935 10.224
2692 8936 14.197
2692 8945 11.2036
2692 8950 15.2258
2692 8980 13.208
2692 8981 16.2234
2692 8982 10.1983
2692 8985 26.1969
2692 9081 12.2189
2692 9168 14.1823
2692 9188 15.2303
2692 9383 13.1724
2692 9440 13.2145
2692 9544 11.1888
2692 9692 10.2265
2692 9745 24.21
2692 10241 11.1816
2692 10266 17.1913
2692 10335 13.2036
2692 10625 11.1605
2692 10951 11.1906
2692 11077 17.2143
2692 11351 10.1838
2692 11368 10.1991
2692 11661 10.2037
2692 11981 14.1772
2692 12061 17.1847
2692 12158 12.2467
2692 12186 17.198
2692 12334 13.224
2692 12395 10.2057
2692 12574 10.1897
2692 12739 11.1993
2692 12760 23.2045
2692 12850 18.2088
2692 12904 26.1818
2692 12913 19.1974
2692 12917 17.1942
2692 12918 11.2116
2692 12947 10.2345
2692 12948 20.2063
2692 13083 10.2006
2692 13160 12.235
2692 13175 13.1873
2692 13606 11.1959
2692 13829 12.1875
2692 13922 14.1689
2692 13932 13.2027
2692 13941 11.2112
2692 13962 10.2072
2692 14024 12.2048
2692 14281 17.2099
2692 14353 12.1901
2692 14594 11.2412
2692 14785 12.1928
2692 14895 13.2355
2692 15201 13.2225
2692 15203 11.1983
2692 15213 13.2037
2692 15551 11.1942
2692 15680 13.2336
2692 16149 10.2439
2692 16255 13.1816
2692 16259 22.1979
2692 16400 18.2223
2692 16472 10.2012
2692 16544 10.1765
2692 16656 12.2003
2692 16968 10.215
2692 17289 11.2098
2692 17374 12.2322
2692 17706 10.1738
2692 17995 14.2002
2692 18090 12.2232
2692 18172 12.1798
2692 18298 14.1761
2692 19422 11.2019
2692 20016 11.1707
2692 21654 10.1935
2692 22247 10.2116
2692 23431 10.2115
2692 26407 11.1739
2692 29873 14.1958
2692 30471 10.1694
2695 2702 24.2265
2695 2706 20.1957
2695 2720 10.1842
2695 2723 24.2049
2695 2742 21.2251
2695 2748 21.1964
2695 2750 11.2003
2695 2751 21.2104
2695 2753 39.2054
2695 2754 16.2158
2695 2761 11.2026
2695 2762 48.2042
2695 2765 18.1945
2695 2776 16.2186
2695 2807 11.2144
2695 2818 15.2305
2695 2859 12.1888
2695 2876 30.2039
2695 2888 68.2075
2695 2889 65.2025
2695 2893 38.2077
2695 2894 12.1854
2695 2895 31.1898
2695 2896 25.2017
2695 2897 60.2104
2695 2898 65.2029
2695 2899 46.2048
2695 2900 21.2286
2695 2902 34.1993
2695 2904 12.2005
2695 2905 21.2017
2695 2909 47.2002
2695 2910 25.1812
2695 2911 36.202
2695 2922 37.2013
2695 2923 40.1923
2695 2927 60.2011
2695 2928 15.2051
2695 2930 19.2169
2695 2938 34.1999
2695 2945 48.1983
2695 2946 66.2029
2695 2948 36.2018
2695 2954 40.2036
2695 2955 20.1866
2695 2956 44.2081
2695 2957 54.2088
2695 2958 82.2094
2695 2959 61.2126
2695 2960 51.2031
2695 2961 28.2159
2695 2962 69.2055
2695 2964 12.2365
2695 2965 48.224
2695 3054 12.1974
2695 3092 12.1732
2695 3096 29.211
2695 3109 13.1918
2695 3111 13.2184
2695 3115 12.2046
2695 3163 14.1944
2695 3188 15.2213
2695 3193 32.2112
2695 3251 10.1762
2695 3257 13.1526
2695 3278 10.2201
2695 3291 10.2008
2695 3342 19.2192
2695 3364 13.1956
2695 3591 13.2148
2695 3641 15.2112
2695 3653 11.161
2695 3682 17.2045
2695 3688 21.184
2695 3883 22.2134
2695 4024 18.2014
2695 4315 11.1847
2695 4357 13.188
2695 4524 11.2051
2695 4536 10.1878
2695 4650 22.1726
2695 4651 15.1896
2695 4990 11.1667
2695 5150 18.2059
2695 5262 13.1879
2695 5279 11.2
2695 5298 15.2385
2695 5339 11.179
2695 5415 13.2402
2695 5550 10.2343
2695 5723 10.2037
2695 5860 16.2144
2695 6011 11.1988
2695 6096 15.191
2695 6278 11.172
2695 6571 18.1856
2695 6624 17.2069
2695 6840 11.2072
2695 6841 12.2061
2695 6942 24.2026
2695 6998 10.2459
2695 7117 11.1604
2695 7132 14.2237
2695 7136 12.2106
2695 7153 14.171
2695 7541 18.2024
2695 7604 10.2135
2695 8163 12.2498
2695 8282 11.2286
2695 8312 10.1981
2695 8344 18.2324
2695 8555 11.1758
2695 8628 11.2118
2695 8651 19.2175
2695 8652 32.2109
2695 8668 20.2158
2695 8707 12.21
2695 8744 23.1956
2695 8752 41.1994
2695 8754 20.1873
2695 8755 19.1868
2695 8758 17.2012
2695 8760 36.2017
2695 8786 20.1739
2695 8788 18.1883
2695 8924 15.1948
2695 8935 10.2101
2695 8936 21.2018
2695 8945 11.1923
2695 8950 18.2273
2695 8969 12.1636
2695 8980 16.1997
2695 8981 16.2046
2695 8982 14.2035
2695 8985 33.1953
2695 9081 14.2115
2695 9158 11.2248
2695 9168 19.1937
2695 9188 20.2305
2695 9252 10.2155
2695 9383 18.184
2695 9427 13.1993
2695 9440 16.2185
2695 9544 12.1898
2695 9692 14.216
2695 9745 28.2179
2695 10241 14.2059
2695 10266 19.1852
2695 10335 18.2065
2695 10382 10.1813
2695 10471 10.1629
2695 10503 10.1846
2695 10625 11.1771
2695 10951 14.1991
2695 10972 11.182
2695 11077 19.2108
2695 11250 10.1779
2695 11266 10.2179
2695 11351 14.1896
2695 11616 10.1828
2695 11661 10.2019
2695 11723 10.1913
2695 11796 11.2391
2695 11981 15.1888
2695 12053 11.2082
2695 12061 18.1942
2695 12142 15.2264
2695 12158 13.2505
2695 12163 10.2186
2695 12186 18.207
2695 12201 10.1354
2695 12334 14.211
2695 12395 14.2125
2695 12405 10.1984
2695 12412 11.1989
2695 12574 10.2104
2695 12588 10.1867
2695 12730 14.2224
2695 12739 11.1964
2695 12744 11.2132
2695 12760 33.2006
2695 12850 23.2071
2695 12904 35.1965
2695 12906 11.1954
2695 12908 11.1781
2695 12913 22.1941
2695 12917 23.1908
2695 12918 16.2069
2695 12948 30.2117
2695 13129 10.1946
2695 13136 11.1718
2695 13156 10.1855
2695 13160 12.2492
2695 13175 16.1926
2695 13606 13.2131
2695 13829 12.1957
2695 13922 14.1887
2695 13932 13.2073
2695 13941 11.2171
2695 13962 14.2166
2695 13997 13.219
2695 14024 17.2136
2695 14193 10.1912
2695 14248 13.1943
2695 14268 10.1969
2695 14281 23.2193
2695 14353 15.201
2695 14406 12.1371
2695 14446 12.211
2695 14588 10.2334
2695 14594 13.2575
2695 14692 10.2251
2695 14749 10.1819
2695 14784 12.2094
2695 14785 18.2008
2695 14790 10.1613
2695 14895 16.2337
2695 14935 12.1865
2695 15201 14.2291
2695 15203 14.2081
2695 15213 18.2108
2695 15270 12.1615
2695 15551 13.2117
2695 15680 16.2549
2695 15711 10.2042
2695 16149 15.2358
2695 16150 10.2046
2695 16255 15.1966
2695 16259 29.2029
2695 16369 15.1906
2695 16400 21.2181
2695 16472 12.2185
2695 16544 12.1818
2695 16656 13.2054
2695 16885 11.239
2695 16963 10.268
2695 16968 13.2225
2695 17289 13.2276
2695 17374 11.2334
2695 17503 10.227
2695 17597 11.1864
2695 17653 11.2203
2695 17706 12.1831
2695 17884 12.1686
2695 17995 17.1977
2695 18008 11.2218
2695 18090 19.2352
2695 18169 10.1378
2695 18172 13.1818
2695 18298 17.1964
2695 18468 11.2095
2695 18887 10.1328
2695 19422 18.2032
2695 19759 11.1569
2695 19816 14.1525
2695 20016 14.1737
2695 20918 13.2128
2695 20980 12.2093
2695 21654 13.2019
2695 22247 12.232
2695 23044 11.2232
2695 23286 10.2179
2695 23373 12.2344
2695 23431 16.2091
2695 25004 10.1972
2695 25245 13.1913
2695 25468 11.1858
2695 26176 11.2131
2695 26407 17.1817
2695 26950 14.2044
2695 27661 11.1741
2695 28422 10.1768
2695 28560 11.2275
2695 29873 22.2036
2695 30471 12.1728
2695 32207 16.1661
2695 82778 10.2216
2699 2702 10.4062
2699 2762 10.2453
2699 2888 10.2878
2699 2899 12.2749
2699 3096 12.3335
2699 4650 11.3518
2699 5298 12.4022
2699 7136 12.318
2699 8668 10.3079
2699 9745 10.3955
2699 12158 13.4654
2699 14588 10.4519
2702 2706 11.1979
2702 2720 10.27
2702 2723 20.2635
2702 2742 11.2457
2702 2753 22.2445
2702 2754 17.285
2702 2761 10.3036
2702 2762 25.2233
2702 2776 10.3111
2702 2807 11.2495
2702 2818 10.308
2702 2876 20.2609
2702 2888 31.2457
2702 2889 17.2075
2702 2893 12.2092
2702 2896 10.174
2702 2897 16.2288
2702 2898 19.2012
2702 2899 23.2452
2702 2909 15.204
2702 2910 10.198
2702 2911 19.2694
2702 2922 11.2005
2702 2923 22.2277
2702 2927 13.2021
2702 2945 12.1805
2702 2946 15.2021
2702 2948 11.2005
2702 2954 11.1971
2702 2956 16.1883
2702 2957 20.2453
2702 2958 27.2232
2702 2959 14.2172
2702 2960 14.2274
2702 2962 21.218
2702 2965 18.2585
2702 3054 10.2148
2702 3092 11.2599
2702 3096 20.2799
2702 3109 29.3069
2702 3111 14.3152
2702 3163 10.3028
2702 3188 17.3254
2702 3193 14.2889
2702 3217 10.2886
2702 3278 11.3049
2702 3342 12.2619
2702 3364 11.2216
2702 3398 10.2625
2702 3641 11.2483
2702 3653 12.1682
2702 3688 12.234
2702 3883 13.262
2702 4024 13.2873
2702 4059 11.3061
2702 4317 12.3198
2702 4357 11.2346
2702 4650 28.285
2702 5150 16.2556
2702 5279 10.2439
2702 5298 13.3148
2702 5723 10.2645
2702 5860 17.2756
2702 6096 11.2516
2702 6624 14.3156
2702 6942 11.2286
2702 7136 19.27
2702 7153 11.2405
2702 8163 11.3937
2702 8344 15.3072
2702 8555 16.2774
2702 8642 10.2916
2702 8651 10.2391
2702 8652 19.2467
2702 8668 11.2619
2702 8752 13.2177
2702 8755 11.2681
2702 8760 10.2062
2702 8788 13.2365
2702 8936 11.2474
2702 8985 10.2182
2702 8986 11.2763
2702 9252 11.286
2702 9383 18.2697
2702 9525 10.2901
2702 9544 11.2901
2702 9745 22.3174
2702 10044 10.3464
2702 10095 11.2401
2702 10185 14.2967
2702 10241 12.3256
2702 10266 13.2337
2702 10471 12.2709
2702 10625 11.2815
2702 10972 17.3097
2702 11086 12.3928
2702 11351 13.2422
2702 11616 11.2759
2702 11723 20.3249
2702 12061 15.2615
2702 12142 11.2879
2702 12158 12.3539
2702 12211 13.3102
2702 12412 11.2809
2702 12568 10.2319
2702 12588 13.2573
2702 12760 15.2039
2702 12850 15.2421
2702 12904 44.281
2702 12913 10.2223
2702 12948 19.2861
2702 13175 15.2389
2702 13606 16.3284
2702 13829 15.2876
2702 13962 19.3244
2702 13976 13.3124
2702 13997 17.3075
2702 14024 28.3015
2702 14193 18.2703
2702 14281 28.2811
2702 14332 12.2985
2702 14353 13.2729
2702 14373 11.3438
2702 14406 10.1644
2702 14588 13.3475
2702 14594 10.3708
2702 14749 15.3031
2702 14752 10.3265
2702 14784 11.2755
2702 14785 17.2519
2702 14895 14.3177
2702 15201 15.3226
2702 15203 12.3
2702 15213 27.317
2702 15222 11.2979
2702 15270 15.2788
2702 15299 11.3514
2702 15551 16.3189
2702 16149 12.2913
2702 16255 11.2878
2702 16259 32.2824
2702 16400 16.2729
2702 16404 10.2859
2702 16656 11.2686
2702 16968 10.3063
2702 17033 10.2521
2702 17596 10.2631
2702 17597 14.2233
2702 17610 14.2656
2702 17706 13.2805
2702 17764 10.3188
2702 17915 10.2353
2702 17995 13.2581
2702 18008 13.3349
2702 18090 17.3333
2702 18169 11.2144
2702 18298 14.3058
2702 18887 10.2354
2702 19422 13.2583
2702 19816 12.2237
2702 20016 14.2195
2702 20980 15.3063
2702 21516 10.3
2702 22247 12.3227
2702 22332 11.2874
2702 23044 10.3056
2702 23186 10.3401
2702 23286 11.3397
2702 23373 13.319
2702 23420 16.3012
2702 23431 15.2666
2702 24119 10.2827
2702 25004 12.2523
2702 25245 25.3226
2702 25577 10.3282
2702 26270 15.2578
2702 26407 16.2484
2702 26950 14.3165
2702 27629 13.2373
2702 27661 10.2909
2702 29873 13.2924
2702 32207 11.1987
2702 35661 12.2427
2702 36489 10.1874
2702 39337 10.3112
2702 44834 11.3818
2702 50195 10.2386
2706 2720 10.2011
2706 2753 17.1978
2706 2762 16.1946
2706 2876 10.1863
2706 2888 26.1932
2706 2889 22.1926
2706 2893 12.1952
2706 2895 12.1977
2706 2896 12.2081
2706 2897 17.1971
2706 2898 20.1971
2706 2899 23.1926
2706 2900 10.1995
2706 2902 11.1984
2706 2909 15.1969
2706 2922 10.1915
2706 2927 19.193
2706 2945 18.1987
2706 2946 20.1915
2706 2948 13.1977
2706 2954 13.1953
2706 2956 21.1943
2706 2957 15.1881
2706 2958 25.1973
2706 2959 20.1996
2706 2960 14.1987
2706 2961 12.2016
2706 2962 18.1909
2706 2965 12.1987
2706 3096 14.1881
2706 3188 10.1878
2706 3883 15.1894
2706 4650 11.1728
2706 5298 10.1979
2706 7136 16.1917
2706 8652 13.1961
2706 8668 11.1982
2706 8752 12.1954
2706 8760 12.1996
2706 8950 12.1947
2706 8985 11.189
2706 9188 11.1945
2706 12061 10.1815
2706 12186 11.1866
2706 12760 14.1977
2706 12850 14.1862
2706 12904 15.1803
2706 12948 10.1888
2706 14281 13.1879
2706 15551 10.1724
2720 2753 12.2259
2720 2762 14.1932
2720 2876 11.2273
2720 2888 15.2104
2720 2889 10.1762
2720 2897 10.1908
2720 2898 11.1769
2720 2899 18.2166
2720 2946 10.1643
2720 2957 10.1949
2720 2958 12.1866
2720 2959 12.1812
2720 3096 14.2302
2720 3193 10.2407
2720 3883 11.2049
2720 4650 11.3052
2720 7136 10.2314
2720 8668 10.2174
2720 9383 10.2806
2720 10266 10.2182
2720 11723 11.3321
2720 12061 12.239
2720 12412 10.2679
2720 12850 10.1917
2720 12904 14.2572
2720 12948 10.2409
2723 2742 14.2209
2723 2751 11.2125
2723 2753 25.2134
2723 2754 12.2443
2723 2762 27.1999
2723 2807 13.233
2723 2818 10.2644
2723 2876 22.2286
2723 2888 28.2163
2723 2889 21.1902
2723 2893 15.1984
2723 2895 11.1653
2723 2897 18.2058
2723 2898 20.1867
2723 2899 24.2079
2723 2902 13.1941
2723 2909 13.1899
2723 2910 10.1812
2723 2911 17.2352
2723 2922 10.1876
2723 2923 13.202
2723 2927 20.185
2723 2938 10.1908
2723 2945 17.1733
2723 2946 18.1857
2723 2948 11.1843
2723 2954 11.1862
2723 2956 17.1842
2723 2957 20.213
2723 2958 32.2011
2723 2959 21.2011
2723 2960 18.2072
2723 2962 20.1958
2723 2965 19.2284
2723 3054 11.202
2723 3096 21.2353
2723 3109 16.2531
2723 3163 12.2479
2723 3188 17.2692
2723 3193 13.24
2723 3290 10.253
2723 3342 17.2267
2723 3364 11.2044
2723 3641 12.2273
2723 3682 15.2145
2723 3688 14.2091
2723 3883 15.2279
2723 4024 14.2412
2723 4650 21.2358
2723 5150 10.2189
2723 5298 10.267
2723 5860 20.2355
2723 6571 10.1971
2723 6624 16.2623
2723 6942 11.2014
2723 7136 15.227
2723 8163 10.3246
2723 8344 13.2565
2723 8555 12.2311
2723 8652 12.2105
2723 8752 17.1948
2723 8755 15.2239
2723 8760 12.1929
2723 8788 10.1985
2723 8936 10.2173
2723 8985 13.1855
2723 9383 12.222
2723 9440 10.254
2723 9525 10.2428
2723 9745 19.2586
2723 10095 11.2095
2723 10239 11.2544
2723 10266 18.2125
2723 10335 10.2337
2723 10625 14.2384
2723 10951 11.2229
2723 11077 13.2221
2723 11351 13.2047
2723 11583 11.2177
2723 11695 10.1833
2723 11723 18.2605
2723 12061 17.2208
2723 12142 11.2467
2723 12158 10.2928
2723 12412 16.2318
2723 12760 17.182
2723 12850 16.21
2723 12904 19.2324
2723 12909 10.2517
2723 12913 11.1942
2723 12948 23.2429
2723 13160 10.3192
2723 13175 13.2036
2723 13562 10.244
2723 13606 16.269
2723 13829 13.245
2723 13997 15.2586
2723 14024 19.2489
2723 14193 10.2182
2723 14248 10.2225
2723 14281 16.2368
2723 14323 14.2519
2723 14406 12.152
2723 14747 12.1809
2723 14749 12.2436
2723 14784 14.2342
2723 14785 10.2081
2723 14895 12.2682
2723 15201 21.2744
2723 15203 11.2433
2723 15213 16.2639
2723 15222 11.2472
2723 15270 12.2335
2723 15401 11.2818
2723 15551 14.2695
2723 15680 12.3285
2723 15711 11.2575
2723 15879 13.2646
